GUID,Id,Kostengruppe,Best_Predicted_Kostengruppe
94fc5799-9589-4442-8681-1ed62493cf20-009cd54f,10278223,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde49,10280521,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde48,10280520,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde41,10280513,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde40,10280512,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde43,10280515,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde42,10280514,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde45,10280517,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde44,10280516,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde47,10280519,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cde46,10280518,345,345
0335b294-97d2-4c17-8aa1-d433dd811849-00691402,6886402,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccecb,10276555,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009cceca,10276554,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec7,10276551,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec6,10276550,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec5,10276549,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec4,10276548,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec3,10276547,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec2,10276546,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec1,10276545,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec0,10276544,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec9,10276553,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccec8,10276552,345,345
b58a4e15-0535-412b-882c-f21ad95651a4-009abefa,10141434,345,345
f6118026-c54a-4409-85be-d3e2becfeae3-0090f03b,9498683,335,335
f6118026-c54a-4409-85be-d3e2becfeae3-0090f039,9498681,335,335
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab0e,6007566,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab0d,6007565,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab0a,6007562,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab0c,6007564,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab0b,6007563,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab08,6007560,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab05,6007557,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab04,6007556,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab07,6007559,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab06,6007558,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab01,6007553,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab00,6007552,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab03,6007555,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005bab02,6007554,342,342
f4a5c897-2897-4154-b6a8-73301bdccea7-00a82ff8,11022328,332,332
a2d24152-9390-45ba-ae24-75f4561b06b0-009c7a39,10256083,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce955,10283349,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce954,10283348,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce957,10283351,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce956,10283350,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce951,10283345,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce950,10283344,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce953,10283347,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce952,10283346,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce858,10283096,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce859,10283097,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce85d,10283101,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce85e,10283102,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce85f,10283103,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce85a,10283098,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce85b,10283099,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce85c,10283100,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce75c,10282844,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce75b,10282843,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce75a,10282842,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce75f,10282847,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce75e,10282846,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce75d,10282845,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce35f,10281823,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce35e,10281822,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce35d,10281821,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce35c,10281820,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce35b,10281819,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce35a,10281818,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce25f,10281567,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce25d,10281565,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce25e,10281566,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce25b,10281563,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce25c,10281564,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce25a,10281562,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce359,10281817,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce358,10281816,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce357,10281815,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce356,10281814,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce355,10281813,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce354,10281812,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce353,10281811,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce352,10281810,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce351,10281809,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce350,10281808,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce258,10281560,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce259,10281561,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce256,10281558,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce257,10281559,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce254,10281556,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce255,10281557,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce252,10281554,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce253,10281555,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce250,10281552,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce251,10281553,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cea55,10283605,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cea54,10283604,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cea51,10283601,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cea50,10283600,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cea53,10283603,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cea52,10283602,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec59,10284121,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec58,10284120,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec57,10284119,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec56,10284118,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec55,10284117,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec54,10284116,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec53,10284115,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec52,10284114,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec51,10284113,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec50,10284112,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec5f,10284127,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec5e,10284126,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec5d,10284125,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec5c,10284124,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec5b,10284123,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cec5a,10284122,345,345
35dfd345-1ad8-4ea2-bcb6-4734f38e1bd2-0080a952,8431954,346,346
35dfd345-1ad8-4ea2-bcb6-4734f38e1bd2-0080a951,8431953,346,346
35dfd345-1ad8-4ea2-bcb6-4734f38e1bd2-0080a957,8431959,346,346
35dfd345-1ad8-4ea2-bcb6-4734f38e1bd2-0080a956,8431958,346,346
35dfd345-1ad8-4ea2-bcb6-4734f38e1bd2-0080a955,8431957,346,346
35dfd345-1ad8-4ea2-bcb6-4734f38e1bd2-0080a150,8429904,346,346
dba565fc-301d-4d07-9efd-911df64e981e-0056db43,5692227,346,346
dba565fc-301d-4d07-9efd-911df64e981e-0056dd41,5692737,346,346
dba565fc-301d-4d07-9efd-911df64e981e-0056de46,5692998,346,346
dba565fc-301d-4d07-9efd-911df64e981e-0056de42,5692994,346,346
dba565fc-301d-4d07-9efd-911df64e981e-0056de4b,5693003,346,346
bc674bf0-292e-456e-ae54-b99087045479-006eef6c,7270252,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef6b,7270251,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef6a,7270250,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef6f,7270255,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef6d,7270253,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef60,7270240,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef67,7270247,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef65,7270245,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef64,7270244,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef69,7270249,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eef68,7270248,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eec6f,7269487,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eec6d,7269485,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eec6e,7269486,335,335
3437daf3-8e13-4b24-a4a1-804b7ee3a10d-005f61ea,6250986,335,335
3437daf3-8e13-4b24-a4a1-804b7ee3a10d-005f61e7,6250983,331,331
3437daf3-8e13-4b24-a4a1-804b7ee3a10d-005f61e9,6250985,335,335
3437daf3-8e13-4b24-a4a1-804b7ee3a10d-005f61e8,6250984,331,331
0002c288-bff5-40dd-b183-2d38157c2b26-00813523,8468099,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813522,8468098,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813525,8468101,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813524,8468100,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d2a,8469802,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d2b,8469803,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d25,8469797,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d26,8469798,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d29,8469801,346,346
354d7461-7d99-49c7-ad6b-4b5af5a04883-0056d467,5690471,342,342
bc674bf0-292e-456e-ae54-b99087045479-006edbbe,7265835,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbbb,7265832,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbb7,7265828,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbb6,7265827,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbb5,7265826,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbb4,7265825,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbb3,7265824,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbb2,7265823,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbb8,7265829,335,335
a2d24152-9390-45ba-ae24-75f4561b06b0-009cb2bd,10269373,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009cb7bb,10270651,345,345
c70f3eb0-8ce4-4335-801d-9f1958c86052-0078922c,7901740,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-0078922b,7901739,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-0078922e,7901742,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-0078922d,7901741,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-00789228,7901736,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-00789221,7901729,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-00789220,7901728,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-00789222,7901730,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-00789225,7901733,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-00789227,7901735,346,346
c70f3eb0-8ce4-4335-801d-9f1958c86052-00789226,7901734,346,346
48bcdf49-b96f-4065-93bf-50e463a4c3a5-009ac844,10143812,345,345
62936de9-8725-455e-8ee1-b76369ffc48b-009b18b7,10164407,345,345
62936de9-8725-455e-8ee1-b76369ffc48b-009b11bd,10163316,345,345
1f7dda17-8368-4b30-a8c5-c1090db46409-009c4326,10240806,345,345
1f7dda17-8368-4b30-a8c5-c1090db46409-009c4e2a,10243626,345,345
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b22f,7909935,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce8,6003944,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce4,6003940,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce5,6003941,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce6,6003942,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce7,6003943,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce0,6003936,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce1,6003937,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce2,6003938,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ce3,6003939,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ced,6003949,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9cee,6003950,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9cea,6003946,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9ceb,6003947,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9cec,6003948,341,341
71c2ea3e-d703-4227-a21e-511ce8f5b9b6-005721df,5710303,346,346
71c2ea3e-d703-4227-a21e-511ce8f5b9b6-005721db,5710299,346,346
47d74a63-c85f-43c2-9e32-8469a84aaaa1-009b4042,10174530,345,345
e418cc40-f1c3-4552-a1f3-b795bc8ed17f-006900b3,6882494,345,345
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f4c6f,6245487,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f4c6e,6245486,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f4c6d,6245485,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f4c6c,6245484,335,335
29dcaf25-f403-48a0-ae38-53ce059d72b4-00810ead,8459594,346,346
29dcaf25-f403-48a0-ae38-53ce059d72b4-00810eae,8459595,346,346
29dcaf25-f403-48a0-ae38-53ce059d72b4-00810eaf,8459596,346,346
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6842,11495490,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6843,11495491,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6840,11495488,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6841,11495489,345,345
02bb70d9-64d2-4988-9050-80d1ccd59497-0066abf0,6728688,341,341
3795c249-b512-4efb-9acb-a8afff06195e-009cfd36,10288452,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd37,10288453,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd34,10288450,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd35,10288451,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd32,10288448,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd33,10288449,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd30,10288446,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd31,10288447,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd38,10288454,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd39,10288455,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd3d,10288459,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd3b,10288457,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd3c,10288458,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd3a,10288456,345,345
33b1367e-6e54-4698-8e3d-cab17c596c8b-0087177d,8853373,335,335
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9502,6001922,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9504,6001924,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005baaff,6007551,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3fd,6005757,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3fe,6005758,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3fa,6005754,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3fb,6005755,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3fc,6005756,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f8,6005752,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f4,6005748,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f5,6005749,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f6,6005750,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f7,6005751,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f0,6005744,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f1,6005745,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f2,6005746,342,342
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3f3,6005747,342,342
34797bc6-903c-4b2d-baba-567340fc3205-009b29f4,10168820,336,336
34797bc6-903c-4b2d-baba-567340fc3205-009b26fd,10168061,345,345
34797bc6-903c-4b2d-baba-567340fc3205-009b20fa,10166522,336,336
04b1094a-088e-4bde-bdc7-c853898aeed9-009c65bd,10249661,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c63b0,10249136,345,345
ffe21c6b-b617-437c-a473-101de75ff912-007f5941,8351046,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e1b,6000155,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e1c,6000156,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e1a,6000154,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e1f,6000159,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e1d,6000157,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e1e,6000158,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e18,6000152,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e19,6000153,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e12,6000146,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e13,6000147,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e10,6000144,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e11,6000145,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e16,6000150,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e17,6000151,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e14,6000148,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e15,6000149,346,346
4266dab0-bf49-4dc3-ad4b-74f04792e9d9-009c6bce,10251214,345,345
4266dab0-bf49-4dc3-ad4b-74f04792e9d9-009c6cc6,10251462,345,345
4266dab0-bf49-4dc3-ad4b-74f04792e9d9-009c6cc5,10251461,345,345
4266dab0-bf49-4dc3-ad4b-74f04792e9d9-009c6cc1,10251457,345,345
4266dab0-bf49-4dc3-ad4b-74f04792e9d9-009c6cc0,10251456,345,345
be4d2bb9-555b-43de-a812-6ec9189d168c-009ae97d,10152317,336,336
94827705-a14c-4798-afee-ab9d37d10909-005f7367,6255463,335,335
d756d5e7-ffff-4c0d-a6d9-e99e30e917c3-005f7bda,6257626,335,335
4ca52816-668b-4024-a521-0a2b655dbb71-008dec61,9301089,335,335
ffe21c6b-b617-437c-a473-101de75ff912-007f6db6,8351356,346,346
ffe21c6b-b617-437c-a473-101de75ff912-007f6db7,8351357,346,346
ffe21c6b-b617-437c-a473-101de75ff912-007f6db2,8351354,346,346
ffe21c6b-b617-437c-a473-101de75ff912-007f6db3,8351355,346,346
ffe21c6b-b617-437c-a473-101de75ff912-007f6dbe,8351360,346,346
ffe21c6b-b617-437c-a473-101de75ff912-007f6dbf,8351361,346,346
ffe21c6b-b617-437c-a473-101de75ff912-007f6dba,8351358,346,346
ffe21c6b-b617-437c-a473-101de75ff912-007f6dbb,8351359,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-0080821b,8421915,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-0080821a,8421914,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-0080821f,8421919,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-0080821e,8421918,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-00808213,8421907,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-00808212,8421906,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-00808217,8421911,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-00808216,8421910,346,346
1073c111-df3a-40ad-8e48-8203978be9ca-009af620,10155552,345,345
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067dc16,6806550,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067dc12,6806546,341,341
bc674bf0-292e-456e-ae54-b99087045479-006eff62,7274338,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eff61,7274337,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eff60,7274336,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eff65,7274341,335,335
61cc226a-d50e-4c74-9a8a-d785ed9208ca-007f8c0a,8358922,346,346
0335b294-97d2-4c17-8aa1-d433dd811849-00690b20,6884128,345,345
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067ea0a,6810122,341,341
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f828e,8356494,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f828a,8356490,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f828b,8356491,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f858c,8357260,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f858d,8357261,346,346
1f7dda17-8368-4b30-a8c5-c1090db46409-009c3f69,10239849,345,345
1f7dda17-8368-4b30-a8c5-c1090db46409-009c3e6d,10239597,345,345
7f065e33-b28a-42a5-aeb9-6e6f30dbee16-009b0d0b,10161419,336,336
7c9c4ab2-e809-4fce-aaf9-726ea23b21ea-00598c15,5868565,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8048,5996616,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8049,5996617,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8042,5996610,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8043,5996611,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8040,5996608,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8041,5996609,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8046,5996614,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8047,5996615,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8044,5996612,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8045,5996613,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b864d,5998157,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b864a,5998154,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b864b,5998155,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b864c,5998156,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8644,5998148,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8645,5998149,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b804b,5996619,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b804c,5996620,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b804a,5996618,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b804f,5996623,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b804d,5996621,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b804e,5996622,346,346
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588120,5801245,331,331
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9648,10262088,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9649,10262089,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9646,10262086,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9647,10262087,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9644,10262084,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9645,10262085,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9e45,10264133,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009cce70,10276464,345,345
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067faff,6814463,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fafb,6814459,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fafa,6814458,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067faf6,6814454,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067faf5,6814453,341,341
d4996a23-ae07-4de8-8c28-10b1f40a7bbf-0099b096,10073765,345,345
d4996a23-ae07-4de8-8c28-10b1f40a7bbf-0099b099,10073766,345,345
d4996a23-ae07-4de8-8c28-10b1f40a7bbf-0099b09c,10073767,345,345
